order item ID,order ID,product ID,quantity,price,total sale
194,194,21,1,3078.67,3078.67
195,195,541,4,4772.55,19090.2
196,196,755,5,739.4,3697.0
197,197,257,1,4683.97,4683.97
198,198,149,3,304.82,914.46
199,199,111,4,1484.27,5937.08
200,200,747,4,1950.26,7801.04
201,201,579,4,2485.98,9943.92
202,202,313,3,175.49,526.47
203,203,602,2,1429.02,2858.04
204,204,172,2,132.11,264.22
205,205,668,3,845.37,2536.11
206,206,356,2,3229.98,6459.96
207,207,483,3,2299.98,6899.94
208,208,429,1,1787.03,1787.03
209,209,62,3,1393.18,4179.54
210,210,407,2,1976.55,3953.1
211,211,69,3,419.03,1257.09
212,212,323,3,3317.98,9953.94
213,213,265,5,4393.0,21965.0
214,214,56,3,4613.28,13839.84
215,215,553,2,2781.94,5563.88
216,216,342,4,2393.69,9574.76
217,217,20,1,1491.58,1491.58
218,218,60,3,1660.39,4981.17
219,219,553,2,2781.94,5563.88
220,220,324,2,1435.67,2871.34
221,221,719,5,665.27,3326.35
222,222,143,2,2511.38,5022.76
223,223,465,4,4812.75,19251.0
224,224,298,2,1118.31,2236.62
225,225,100,4,584.06,2336.24
226,226,13,1,4170.59,4170.59
227,227,582,3,4901.16,14703.48
228,228,400,1,3784.99,3784.99
229,229,276,3,2532.51,7597.53
230,230,656,1,681.52,681.52
231,231,190,4,1247.17,4988.68
232,232,467,3,1464.27,4392.81
233,233,253,3,4263.13,12789.39
234,234,167,1,1637.86,1637.86
235,235,740,5,1915.87,9579.35
236,236,224,5,1870.19,9350.95
237,237,431,1,757.81,757.81
238,238,611,2,244.6,489.2
239,239,757,1,3119.36,3119.36
240,240,710,4,3423.44,13693.76
241,241,376,4,1628.93,6515.72
242,242,707,2,1645.65,3291.3
243,243,52,5,3886.91,19434.55
244,244,559,4,3787.93,15151.72
245,245,391,4,4953.0,19812.0
246,246,101,3,205.57,616.71
247,247,260,3,531.02,1593.06
248,248,721,2,4694.79,9389.58
249,249,166,4,4184.75,16739.0
250,250,761,1,800.79,800.79
251,251,338,5,3533.11,17665.55
252,252,721,2,4694.79,9389.58
253,253,362,1,3234.28,3234.28
254,254,142,1,1296.32,1296.32
255,255,52,2,3886.91,7773.82
256,256,417,2,1501.39,3002.78
257,257,657,4,1454.69,5818.76
258,258,672,5,4488.99,22444.95
259,259,296,4,2635.1,10540.4
260,260,369,1,1019.17,1019.17
261,261,682,4,1326.62,5306.48
262,262,159,4,1226.31,4905.24
263,263,614,5,454.71,2273.55
264,264,411,3,1630.6,4891.8
265,265,181,5,1738.28,8691.4
266,266,337,4,4284.53,17138.12
267,267,478,3,2791.58,8374.74
268,268,743,1,3750.67,3750.67
269,269,646,5,4458.11,22290.55
270,270,441,2,469.95,939.9
271,271,715,1,1776.9,1776.9
272,272,222,3,2863.13,8589.39
273,273,82,1,3135.33,3135.33
274,274,388,2,928.33,1856.66
275,275,480,2,2639.33,5278.66
276,276,521,5,2990.95,14954.75
277,277,67,5,747.57,3737.85
278,278,539,4,2280.19,9120.76
279,279,323,4,3317.98,13271.92
280,280,46,1,3329.49,3329.49
281,281,475,2,2662.12,5324.24
282,282,693,1,2562.67,2562.67
283,283,184,3,4392.83,13178.49
284,284,185,3,1326.81,3980.43
285,285,461,4,631.75,2527.0
286,286,624,1,2448.39,2448.39
287,287,648,3,3411.56,10234.68
288,288,14,4,1101.08,4404.32
289,289,357,1,181.23,181.23
290,290,313,2,175.49,350.98
291,291,541,3,4772.55,14317.65
292,292,472,3,4850.9,14552.7
293,293,357,2,181.23,362.46
294,294,142,4,1296.32,5185.28
295,295,479,3,4848.05,14544.15
296,296,381,2,634.92,1269.84
297,297,282,4,1723.08,6892.32
298,298,193,5,4507.07,22535.35
299,299,281,4,4455.53,17822.12
300,300,62,3,1393.18,4179.54
301,301,661,4,1812.68,7250.72
302,302,307,3,2605.69,7817.07
303,303,98,4,2166.33,8665.32
304,304,579,5,2485.98,12429.9
305,305,369,4,1019.17,4076.68
306,306,438,5,4118.21,20591.05
307,307,263,3,743.42,2230.26
308,308,523,4,4851.08,19404.32
309,309,479,2,4848.05,9696.1
310,310,242,5,4771.95,23859.75
311,311,467,1,1464.27,1464.27
312,312,148,5,2538.26,12691.3
313,313,119,4,4468.17,17872.68
314,314,330,5,1276.27,6381.35
315,315,120,4,2719.74,10878.96
316,316,185,3,1326.81,3980.43
317,317,622,3,1086.28,3258.84
318,318,534,2,2799.39,5598.78
319,319,103,1,1606.06,1606.06
320,320,13,3,4170.59,12511.77
321,321,333,2,121.25,242.5
322,322,285,1,2912.49,2912.49
323,323,134,2,1721.2,3442.4
324,324,545,3,3109.73,9329.19
325,325,285,1,2912.49,2912.49
326,326,697,3,1478.72,4436.16
327,327,273,4,4342.01,17368.04
328,328,610,1,3467.45,3467.45
329,329,467,2,1464.27,2928.54
330,330,60,4,1660.39,6641.56
331,331,676,2,4912.77,9825.54
332,332,374,3,3430.88,10292.64
333,333,663,3,3048.59,9145.77
334,334,343,4,907.35,3629.4
335,335,354,4,856.53,3426.12
336,336,401,1,560.46,560.46
337,337,269,2,1829.48,3658.96
338,338,736,5,4392.14,21960.7
339,339,262,3,4950.77,14852.31
340,340,756,5,3980.42,19902.1
341,341,191,5,510.86,2554.3
342,342,683,4,895.89,3583.56
343,343,426,2,2770.17,5540.34
344,344,496,5,1799.09,8995.45
345,345,683,2,895.89,1791.78
346,346,665,4,553.82,2215.28
347,347,67,5,747.57,3737.85
348,348,568,5,2215.5,11077.5
349,349,623,3,1883.84,5651.52
350,350,703,5,1716.19,8580.95
351,351,15,1,950.03,950.03
352,352,447,4,4930.71,19722.84
353,353,302,1,2680.21,2680.21
354,354,765,5,215.99,1079.95
355,355,530,5,4330.38,21651.9
356,356,522,1,1935.41,1935.41
357,357,645,3,642.82,1928.46
358,358,422,3,3958.61,11875.83
359,359,469,1,1156.8,1156.8
360,360,172,1,132.11,132.11
361,361,129,4,84.41,337.64
362,362,565,3,1785.41,5356.23
363,363,555,2,4389.44,8778.88
364,364,157,5,3377.07,16885.35
365,365,426,5,2770.17,13850.85
366,366,623,1,1883.84,1883.84
367,367,443,2,1902.64,3805.28
368,368,595,3,4489.1,13467.3
369,369,182,3,611.69,1835.07
370,370,51,3,4849.44,14548.32
371,371,684,1,3359.78,3359.78
372,372,310,1,1390.62,1390.62
373,373,484,5,3156.41,15782.05
374,374,256,5,2806.17,14030.85
375,375,765,3,215.99,647.97
376,376,512,5,2120.3,10601.5
377,377,189,5,2671.77,13358.85
378,378,524,3,4218.49,12655.47
379,379,726,1,4217.05,4217.05
380,380,641,5,149.35,746.75
381,381,257,1,4683.97,4683.97
382,382,741,2,2340.26,4680.52
383,383,280,1,3989.17,3989.17
384,384,753,4,3157.15,12628.6
385,385,305,4,3644.15,14576.6
386,386,604,3,489.08,1467.24
387,387,481,4,3165.52,12662.08
388,388,602,2,1429.02,2858.04
389,389,273,1,4342.01,4342.01
390,390,281,1,4455.53,4455.53
391,391,63,5,4152.25,20761.25
392,392,2,5,4756.04,23780.2
393,393,502,5,2703.68,13518.4
394,394,363,1,2318.35,2318.35
395,395,114,1,4050.2,4050.2
396,396,206,5,95.53,477.65
397,397,589,1,683.83,683.83
398,398,165,2,496.93,993.86
399,399,757,5,3119.36,15596.8
400,400,75,4,3548.94,14195.76
401,401,571,5,2594.25,12971.25
402,402,685,4,4650.41,18601.64
403,403,432,3,3819.48,11458.44
404,404,73,4,77.33,309.32
405,405,228,2,1995.83,3991.66
406,406,22,1,740.49,740.49
407,407,171,2,3403.94,6807.88
408,408,230,3,3174.14,9522.42
409,409,755,2,739.4,1478.8
410,410,372,2,140.2,280.4
411,411,489,3,4754.54,14263.62
412,412,705,2,363.71,727.42
413,413,183,3,4627.23,13881.69
414,414,659,1,3247.29,3247.29
415,415,576,5,4750.13,23750.65
416,416,9,1,3025.52,3025.52
417,417,204,1,4497.84,4497.84
418,418,683,1,895.89,895.89
419,419,162,2,3179.91,6359.82
420,420,459,1,328.7,328.7
421,421,741,3,2340.26,7020.78
422,422,319,3,824.36,2473.08
423,423,687,3,2879.48,8638.44
424,424,209,3,75.05,225.15
425,425,375,1,402.38,402.38
426,426,720,4,3667.79,14671.16
427,427,556,5,2047.24,10236.2
428,428,360,4,2898.6,11594.4
429,429,524,2,4218.49,8436.98
430,430,215,1,3575.29,3575.29
431,431,307,4,2605.69,10422.76
432,432,723,1,379.16,379.16
433,433,480,3,2639.33,7917.99
434,434,705,2,363.71,727.42
435,435,591,4,737.19,2948.76
436,436,432,5,3819.48,19097.4
437,437,536,3,4726.59,14179.77
438,438,701,3,2686.32,8058.96
439,439,54,2,4479.4,8958.8
440,440,53,3,4700.52,14101.56
441,441,305,3,3644.15,10932.45
442,442,124,4,594.76,2379.04
443,443,168,3,973.27,2919.81
444,444,450,2,463.33,926.66
445,445,34,1,4746.98,4746.98
446,446,344,2,2197.57,4395.14
447,447,460,2,638.15,1276.3
448,448,664,1,1224.27,1224.27
449,449,72,4,1033.64,4134.56
450,450,129,5,84.41,422.05
451,451,685,5,4650.41,23252.05
452,452,10,2,3554.96,7109.92
453,453,100,4,584.06,2336.24
454,454,297,4,3861.47,15445.88
455,455,519,4,4937.02,19748.08
456,456,605,4,647.15,2588.6
457,457,490,2,4456.81,8913.62
458,458,739,3,2223.72,6671.16
459,459,160,5,3654.67,18273.35
460,460,690,5,975.87,4879.35
461,461,119,1,4468.17,4468.17
462,462,96,2,2494.29,4988.58
463,463,503,5,1582.16,7910.8
464,464,359,2,4704.14,9408.28
465,465,86,2,1659.66,3319.32
466,466,271,4,4056.34,16225.36
467,467,233,1,2905.67,2905.67
468,468,105,2,4542.45,9084.9
469,469,485,5,2942.36,14711.8
470,470,141,5,4814.11,24070.55
471,471,22,1,740.49,740.49
472,472,86,2,1659.66,3319.32
473,473,349,4,1904.33,7617.32
474,474,643,1,1096.67,1096.67
475,475,19,2,2188.13,4376.26
476,476,236,1,3626.14,3626.14
477,477,100,4,584.06,2336.24
478,478,435,3,466.33,1398.99
479,479,679,3,4848.88,14546.64
480,480,198,3,4490.7,13472.1
481,481,270,4,1503.28,6013.12
482,482,668,4,845.37,3381.48
483,483,415,1,3177.59,3177.59
484,484,697,5,1478.72,7393.6
485,485,685,4,4650.41,18601.64
486,486,474,4,4461.16,17844.64
487,487,115,3,3185.35,9556.05
488,488,298,3,1118.31,3354.93
489,489,515,3,273.83,821.49
490,490,393,5,1891.49,9457.45
491,491,81,3,4322.36,12967.08
492,492,283,3,1909.14,5727.42
493,493,563,5,725.04,3625.2
494,494,526,3,2370.03,7110.09
495,495,357,1,181.23,181.23
496,496,488,1,1440.77,1440.77
497,497,751,2,628.65,1257.3
498,498,689,1,3858.99,3858.99
499,499,746,5,4502.89,22514.45
500,500,176,3,913.11,2739.33
501,501,200,2,3910.38,7820.76
502,502,395,4,1736.98,6947.92
503,503,317,4,2074.32,8297.28
504,504,86,1,1659.66,1659.66
505,505,33,2,372.01,744.02
506,506,362,4,3234.28,12937.12
507,507,172,4,132.11,528.44
508,508,728,4,3986.57,15946.28
509,509,647,1,2988.28,2988.28
510,510,435,1,466.33,466.33
511,511,725,2,2893.64,5787.28
512,512,323,1,3317.98,3317.98
513,513,240,1,926.7,926.7
514,514,592,5,3222.33,16111.65
515,515,278,1,3267.32,3267.32
516,516,459,2,328.7,657.4
517,517,142,1,1296.32,1296.32
518,518,234,1,2487.96,2487.96
519,519,589,5,683.83,3419.15
520,520,583,2,2488.46,4976.92
521,521,274,4,4570.54,18282.16
522,522,335,5,277.71,1388.55
523,523,210,1,846.0,846.0
524,524,559,3,3787.93,11363.79
525,525,715,5,1776.9,8884.5
526,526,459,5,328.7,1643.5
527,527,563,2,725.04,1450.08
528,528,551,4,2624.81,10499.24
529,529,657,4,1454.69,5818.76
530,530,616,4,4608.32,18433.28
531,531,60,5,1660.39,8301.95
532,532,558,3,192.47,577.41
533,533,289,2,1468.38,2936.76
534,534,341,3,2483.5,7450.5
535,535,117,4,4028.18,16112.72
536,536,695,5,618.44,3092.2
537,537,633,4,2582.8,10331.2
538,538,713,3,2384.3,7152.9
539,539,161,4,1870.53,7482.12
540,540,709,1,1310.47,1310.47
541,541,663,2,3048.59,6097.18
542,542,293,3,4121.87,12365.61
543,543,482,1,3493.96,3493.96
544,544,464,4,2937.68,11750.72
545,545,256,2,2806.17,5612.34
546,546,174,2,1171.15,2342.3
547,547,388,2,928.33,1856.66
548,548,271,5,4056.34,20281.7
549,549,235,2,1016.45,2032.9
550,550,572,1,3929.08,3929.08
551,551,709,3,1310.47,3931.41
552,552,744,1,2538.47,2538.47
553,553,384,4,4393.49,17573.96
554,554,592,5,3222.33,16111.65
555,555,623,5,1883.84,9419.2
556,556,462,4,3263.59,13054.36
557,557,347,3,3193.71,9581.13
558,558,194,5,3183.85,15919.25
559,559,249,4,4819.92,19279.68
560,560,157,4,3377.07,13508.28
561,561,517,4,1913.49,7653.96
562,562,92,4,3580.56,14322.24
563,563,514,2,4337.02,8674.04
564,564,738,3,4092.17,12276.51
565,565,553,4,2781.94,11127.76
566,566,150,2,1429.3,2858.6
567,567,62,2,1393.18,2786.36
568,568,304,1,3205.28,3205.28
569,569,389,4,3765.54,15062.16
570,570,132,2,1149.43,2298.86
571,571,485,1,2942.36,2942.36
572,572,81,1,4322.36,4322.36
573,573,50,4,965.03,3860.12
574,574,115,5,3185.35,15926.75
575,575,432,2,3819.48,7638.96
576,576,397,5,4299.14,21495.7
577,577,282,1,1723.08,1723.08
578,578,435,5,466.33,2331.65
579,579,291,5,200.98,1004.9
580,580,687,4,2879.48,11517.92
581,581,236,1,3626.14,3626.14
582,582,239,3,3245.09,9735.27
583,583,617,2,352.34,704.68
584,584,283,4,1909.14,7636.56
585,585,290,4,2974.62,11898.48
586,586,703,3,1716.19,5148.57
587,587,760,4,3953.56,15814.24
588,588,496,1,1799.09,1799.09
589,589,94,4,2828.32,11313.28
590,590,731,4,863.12,3452.48
591,591,221,3,3305.18,9915.54
592,592,119,2,4468.17,8936.34
593,593,152,2,1235.83,2471.66
594,594,17,5,1556.0,7780.0
595,595,252,1,1956.23,1956.23
596,596,706,3,4950.3,14850.9
597,597,424,2,2497.38,4994.76
598,598,208,3,3334.33,10002.99
599,599,259,5,2871.8,14359.0
600,600,279,2,3524.74,7049.48
601,601,647,3,2988.28,8964.84
602,602,344,1,2197.57,2197.57
603,603,456,1,2488.49,2488.49
604,604,702,5,306.53,1532.65
605,605,469,2,1156.8,2313.6
606,606,465,2,4812.75,9625.5
607,607,249,1,4819.92,4819.92
608,608,411,5,1630.6,8153.0
609,609,382,4,3498.85,13995.4
610,610,299,1,3133.31,3133.31
611,611,332,1,3801.34,3801.34
612,612,217,3,1660.73,4982.19
613,613,310,5,1390.62,6953.1
614,614,761,4,800.79,3203.16
615,615,295,5,678.95,3394.75
616,616,756,5,3980.42,19902.1
617,617,351,1,2540.52,2540.52
618,618,170,1,2974.92,2974.92
619,619,30,1,279.93,279.93
620,620,170,3,2974.92,8924.76
621,621,561,4,3535.19,14140.76
622,622,617,4,352.34,1409.36
623,623,655,5,2186.71,10933.55
624,624,354,1,856.53,856.53
625,625,555,5,4389.44,21947.2
626,626,419,1,3378.97,3378.97
627,627,84,5,364.61,1823.05
628,628,499,5,4873.25,24366.25
629,629,554,3,2826.64,8479.92
630,630,604,3,489.08,1467.24
631,631,416,5,2269.81,11349.05
632,632,584,1,1677.32,1677.32
633,633,48,5,2624.34,13121.7
634,634,461,1,631.75,631.75
635,635,239,2,3245.09,6490.18
636,636,665,4,553.82,2215.28
637,637,203,5,850.06,4250.3
638,638,256,2,2806.17,5612.34
639,639,536,5,4726.59,23632.95
640,640,452,3,2814.1,8442.3
641,641,420,4,3774.25,15097.0
642,642,194,5,3183.85,15919.25
643,643,222,3,2863.13,8589.39
644,644,680,3,4334.26,13002.78
645,645,198,2,4490.7,8981.4
646,646,746,3,4502.89,13508.67
647,647,625,2,3110.36,6220.72
648,648,52,1,3886.91,3886.91
649,649,724,1,3718.55,3718.55
650,650,763,1,1280.02,1280.02
651,651,408,1,103.65,103.65
652,652,42,5,2501.13,12505.65
653,653,546,2,1822.91,3645.82
654,654,471,1,110.16,110.16
655,655,329,3,2127.02,6381.06
656,656,511,2,3086.41,6172.82
657,657,730,5,860.1,4300.5
658,658,338,1,3533.11,3533.11
659,659,273,2,4342.01,8684.02
660,660,255,4,888.99,3555.96
661,661,709,1,1310.47,1310.47
662,662,518,2,4062.24,8124.48
663,663,34,1,4746.98,4746.98
664,664,309,4,3986.17,15944.68
665,665,607,3,1071.35,3214.05
666,666,165,3,496.93,1490.79
667,667,660,4,2875.35,11501.4
668,668,504,2,4078.29,8156.58
669,669,503,5,1582.16,7910.8
670,670,204,1,4497.84,4497.84
671,671,187,5,4095.25,20476.25
672,672,651,1,480.26,480.26
673,673,606,5,2330.85,11654.25
674,674,114,1,4050.2,4050.2
675,675,552,3,4268.3,12804.9
676,676,718,1,4826.88,4826.88
677,677,110,1,431.05,431.05
678,678,215,4,3575.29,14301.16
679,679,612,4,4007.08,16028.32
680,680,709,1,1310.47,1310.47
681,681,494,1,981.2,981.2
682,682,323,2,3317.98,6635.96
683,683,416,3,2269.81,6809.43
684,684,4,1,3013.36,3013.36
685,685,487,1,274.96,274.96
686,686,410,3,501.87,1505.61
687,687,634,2,2683.96,5367.92
688,688,330,4,1276.27,5105.08
689,689,716,4,4651.17,18604.68
690,690,189,3,2671.77,8015.31
691,691,145,1,1459.96,1459.96
692,692,53,4,4700.52,18802.08
693,693,520,1,794.56,794.56
694,694,158,5,3820.02,19100.1
695,695,502,1,2703.68,2703.68
696,696,595,4,4489.1,17956.4
697,697,402,1,4517.64,4517.64
698,698,520,1,794.56,794.56
699,699,464,2,2937.68,5875.36
700,700,26,2,3936.62,7873.24
701,701,149,1,304.82,304.82
702,702,48,3,2624.34,7873.02
703,703,563,3,725.04,2175.12
704,704,446,3,4738.88,14216.64
705,705,43,3,220.22,660.66
706,706,642,4,1644.29,6577.16
707,707,405,3,1634.25,4902.75
708,708,574,4,3129.33,12517.32
709,709,4,3,3013.36,9040.08
710,710,725,1,2893.64,2893.64
711,711,49,3,2756.22,8268.66
712,712,251,1,1507.52,1507.52
713,713,76,1,3658.59,3658.59
714,714,42,2,2501.13,5002.26
715,715,332,5,3801.34,19006.7
716,716,168,5,973.27,4866.35
717,717,306,1,4880.47,4880.47
718,718,685,5,4650.41,23252.05
719,719,398,5,2173.52,10867.6
720,720,489,3,4754.54,14263.62
721,721,380,5,1445.18,7225.9
722,722,84,5,364.61,1823.05
723,723,296,5,2635.1,13175.5
724,724,74,2,4086.53,8173.06
725,725,115,5,3185.35,15926.75
726,726,27,3,1038.39,3115.17
727,727,737,4,1992.6,7970.4
728,728,438,2,4118.21,8236.42
729,729,484,3,3156.41,9469.23
730,730,209,1,75.05,75.05
731,731,427,3,2235.58,6706.74
732,732,107,4,2081.4,8325.6
733,733,443,2,1902.64,3805.28
734,734,508,4,4121.56,16486.24
735,735,538,1,1274.37,1274.37
736,736,58,1,1020.12,1020.12
737,737,622,1,1086.28,1086.28
738,738,392,3,2092.46,6277.38
739,739,326,3,3702.59,11107.77
740,740,700,5,2431.64,12158.2
741,741,250,1,4272.4,4272.4
742,742,616,4,4608.32,18433.28
743,743,640,1,1917.56,1917.56
744,744,50,2,965.03,1930.06
745,745,326,3,3702.59,11107.77
746,746,210,1,846.0,846.0
747,747,262,5,4950.77,24753.85
748,748,458,1,2369.87,2369.87
749,749,397,5,4299.14,21495.7
750,750,743,3,3750.67,11252.01
751,751,718,3,4826.88,14480.64
752,752,593,5,950.31,4751.55
753,753,37,2,1557.84,3115.68
754,754,499,3,4873.25,14619.75
755,755,641,5,149.35,746.75
756,756,55,3,3009.6,9028.8
757,757,664,1,1224.27,1224.27
758,758,745,4,1199.45,4797.8
759,759,488,2,1440.77,2881.54
760,760,743,4,3750.67,15002.68
761,761,267,2,3500.23,7000.46
762,762,729,1,1048.06,1048.06
763,763,227,5,4866.4,24332.0
764,764,466,5,1905.61,9528.05
765,765,53,5,4700.52,23502.6
766,766,688,1,1435.9,1435.9
767,767,26,4,3936.62,15746.48
768,768,383,3,3163.27,9489.81
769,769,569,5,4525.59,22627.95
770,770,594,3,1761.05,5283.15
771,771,738,4,4092.17,16368.68
772,772,597,3,3354.41,10063.23
773,773,192,3,4491.22,13473.66
774,774,297,3,3861.47,11584.41
775,775,122,1,4485.65,4485.65
776,776,92,4,3580.56,14322.24
777,777,377,3,4232.13,12696.39
778,778,684,5,3359.78,16798.9
779,779,337,5,4284.53,21422.65
780,780,73,4,77.33,309.32
781,781,555,1,4389.44,4389.44
782,782,663,3,3048.59,9145.77
783,783,473,1,263.64,263.64
784,784,427,4,2235.58,8942.32
785,785,90,2,2387.46,4774.92
786,786,278,5,3267.32,16336.6
787,787,497,3,2939.1,8817.3
788,788,274,3,4570.54,13711.62
