order ID,order date,customer ID,seller ID,order status
393,2024-02-27,765,24,delivered
394,2024-08-01,44,8,shipped
395,2024-11-19,75,17,shipped
396,2023-07-21,53,24,shipped
397,2024-11-03,286,13,shipped
398,2023-09-30,883,9,delivered
399,2023-09-27,66,6,shipped
400,2023-08-27,38,29,delivered
401,2024-01-14,766,23,delivered
402,2023-04-18,806,22,cancelled
403,2024-01-23,417,21,delivered
404,2024-01-15,711,17,returned
405,2024-06-17,748,34,delivered
406,2024-08-06,469,26,delivered
407,2023-11-05,55,50,delivered
408,2023-07-31,844,25,shipped
409,2023-07-01,116,48,delivered
410,2023-05-17,597,38,delivered
411,2023-02-10,279,3,delivered
412,2023-08-28,454,3,shipped
413,2023-07-09,142,14,delivered
414,2024-11-07,608,42,processing
415,2024-01-26,49,10,delivered
416,2023-09-01,369,2,delivered
417,2024-02-11,370,7,delivered
418,2023-04-08,301,14,returned
419,2023-11-07,717,49,delivered
420,2024-03-14,352,17,delivered
421,2023-12-09,195,10,processing
422,2023-10-09,305,35,delivered
423,2024-11-26,250,49,shipped
424,2024-09-08,258,45,delivered
425,2024-03-12,450,27,delivered
426,2024-02-03,871,48,delivered
427,2024-03-10,59,3,delivered
428,2023-05-21,221,47,processing
429,2023-10-04,572,25,processing
430,2023-01-28,534,7,delivered
431,2023-11-29,857,13,cancelled
432,2024-01-16,362,39,delivered
433,2023-06-09,53,43,delivered
434,2024-11-05,787,46,shipped
435,2024-09-28,561,25,shipped
436,2024-05-20,529,43,delivered
437,2024-01-09,498,29,shipped
438,2024-08-31,639,19,delivered
439,2023-04-02,155,39,shipped
440,2024-07-07,787,22,processing
441,2023-03-29,747,2,delivered
442,2024-07-09,490,22,delivered
443,2023-07-13,798,35,shipped
444,2024-09-05,78,34,shipped
445,2024-10-22,174,53,delivered
446,2023-04-15,618,5,delivered
447,2023-11-20,320,27,returned
448,2024-11-17,32,18,delivered
449,2023-12-05,292,48,delivered
450,2024-08-27,522,3,delivered
451,2024-02-17,315,47,delivered
452,2023-09-20,614,21,cancelled
453,2023-07-20,630,24,shipped
454,2023-05-23,669,26,delivered
455,2024-06-17,267,20,shipped
456,2023-09-28,422,52,shipped
457,2023-12-24,245,13,delivered
458,2023-12-11,591,6,delivered
459,2024-02-09,672,26,shipped
460,2024-08-28,91,48,delivered
461,2024-11-17,870,43,delivered
462,2023-10-13,436,30,delivered
463,2024-08-02,641,14,returned
464,2024-06-19,489,47,delivered
465,2024-02-06,14,53,returned
466,2024-10-31,286,37,delivered
467,2023-05-21,671,38,shipped
468,2023-03-18,641,30,delivered
469,2024-08-20,686,15,delivered
470,2023-11-04,398,19,delivered
471,2024-08-15,686,11,delivered
472,2024-09-17,427,20,processing
473,2023-02-13,361,25,shipped
474,2024-09-10,43,38,delivered
475,2023-11-10,294,43,cancelled
476,2023-12-24,345,30,delivered
477,2024-03-14,812,40,delivered
478,2024-10-10,621,23,delivered
479,2023-01-14,242,44,delivered
480,2023-11-30,55,17,shipped
481,2024-04-26,567,1,delivered
482,2024-05-20,846,42,delivered
483,2024-04-29,728,14,delivered
484,2023-04-05,442,39,delivered
485,2023-07-29,107,18,delivered
486,2023-09-09,313,41,delivered
487,2024-07-17,184,16,delivered
488,2023-07-15,130,10,processing
489,2023-05-28,499,44,delivered
490,2024-11-01,636,9,delivered
491,2023-01-07,418,14,delivered
492,2024-11-29,49,2,cancelled
493,2024-04-18,320,42,delivered
494,2024-08-02,253,54,returned
495,2023-07-26,855,21,returned
496,2023-01-11,392,42,processing
497,2024-05-31,69,2,delivered
498,2024-08-06,442,6,delivered
499,2024-06-02,477,11,delivered
500,2023-04-10,830,41,processing
501,2024-06-11,377,3,processing
502,2024-06-22,564,51,returned
503,2024-04-05,545,11,shipped
504,2024-06-20,532,4,delivered
505,2024-08-15,741,15,delivered
506,2024-03-05,187,26,delivered
507,2023-03-04,700,44,delivered
508,2023-12-08,703,36,shipped
509,2023-02-24,112,15,cancelled
510,2023-10-13,184,49,delivered
511,2023-10-12,293,50,processing
512,2023-02-16,874,22,processing
513,2023-09-02,361,37,delivered
514,2023-03-19,502,10,delivered
515,2024-07-19,307,20,shipped
516,2024-10-25,797,32,delivered
517,2023-02-20,739,9,delivered
518,2024-10-30,649,50,delivered
519,2024-01-01,86,31,returned
520,2023-07-29,296,44,delivered
521,2023-02-23,452,40,shipped
522,2023-12-17,171,31,processing
523,2024-07-10,356,28,shipped
524,2024-05-09,460,11,delivered
525,2023-02-05,279,36,shipped
526,2023-02-21,871,41,delivered
527,2023-10-10,252,4,delivered
528,2023-07-26,8,50,returned
529,2023-06-12,586,14,delivered
530,2023-07-16,320,46,shipped
531,2024-07-16,151,54,delivered
532,2024-10-12,605,29,delivered
533,2023-10-11,376,28,returned
534,2024-09-26,365,25,processing
535,2023-08-14,608,23,delivered
536,2023-11-30,440,33,returned
537,2023-06-08,142,30,shipped
538,2024-03-24,592,9,delivered
539,2024-11-16,871,38,shipped
540,2024-02-27,752,25,delivered
541,2023-09-08,785,18,delivered
542,2024-03-29,20,43,delivered
543,2023-03-28,883,7,delivered
544,2024-09-14,12,24,delivered
545,2023-12-19,636,40,processing
546,2023-11-11,122,21,shipped
547,2024-02-15,840,55,delivered
548,2024-03-13,425,55,processing
549,2023-02-20,229,35,delivered
550,2024-04-22,597,43,shipped
551,2023-06-19,878,11,delivered
552,2024-05-14,786,2,processing
553,2024-07-29,29,15,cancelled
554,2024-07-16,135,15,processing
555,2024-01-22,552,5,cancelled
556,2023-12-31,101,52,delivered
557,2023-04-11,376,40,processing
558,2024-06-26,646,16,delivered
559,2023-07-09,311,44,delivered
560,2023-12-14,440,46,shipped
561,2023-07-18,841,21,shipped
562,2023-04-04,693,45,delivered
563,2024-03-16,457,9,delivered
564,2023-02-08,200,7,delivered
565,2024-06-08,721,27,delivered
566,2023-08-11,600,17,delivered
567,2023-01-01,125,2,delivered
568,2023-12-24,471,40,delivered
569,2023-02-02,22,26,returned
570,2023-07-13,50,45,processing
571,2024-05-09,751,8,delivered
572,2023-02-13,726,50,returned
573,2024-08-10,795,45,shipped
574,2023-01-03,560,55,delivered
575,2023-06-22,66,40,delivered
576,2024-06-02,130,16,delivered
577,2023-08-10,302,20,delivered
578,2023-03-13,327,32,delivered
579,2023-09-10,384,32,delivered
580,2023-07-09,779,35,delivered
581,2024-08-12,751,15,processing
582,2023-08-08,538,42,delivered
583,2024-07-06,703,50,shipped
584,2024-09-16,49,32,delivered
585,2023-10-31,319,30,returned
586,2024-09-28,21,19,delivered
587,2023-09-22,433,24,cancelled
588,2024-11-05,591,2,processing
589,2023-03-04,592,21,shipped
590,2024-04-25,9,42,shipped
591,2023-12-12,149,16,delivered
592,2023-09-29,437,40,returned
593,2024-03-18,884,39,delivered
594,2024-05-07,499,36,delivered
595,2023-01-04,888,41,delivered
596,2023-04-27,55,2,delivered
597,2024-05-14,297,16,shipped
598,2024-04-11,518,29,cancelled
599,2024-11-07,769,7,delivered
600,2024-06-16,863,55,returned
601,2024-10-27,704,15,delivered
602,2024-05-06,229,23,delivered
603,2023-07-28,247,55,delivered
604,2023-03-15,282,5,shipped
605,2024-07-01,769,1,delivered
606,2024-03-26,257,52,delivered
607,2023-02-03,93,5,delivered
608,2023-09-10,214,13,delivered
609,2024-10-31,806,26,shipped
610,2023-12-17,553,52,delivered
611,2023-10-30,668,13,delivered
612,2023-11-17,133,32,delivered
613,2023-05-27,497,55,delivered
614,2023-09-16,831,29,delivered
615,2023-09-16,86,18,delivered
616,2023-02-06,596,2,shipped
617,2024-06-21,396,27,delivered
618,2023-10-19,877,50,delivered
619,2024-07-29,760,42,delivered
620,2024-08-18,872,3,delivered
621,2023-05-29,547,53,delivered
622,2024-04-05,249,30,delivered
623,2023-11-27,843,10,delivered
624,2024-09-08,637,9,processing
625,2023-06-01,564,3,delivered
626,2024-04-19,289,22,shipped
627,2024-03-01,409,38,delivered
628,2023-07-26,782,11,delivered
629,2023-04-06,733,6,shipped
630,2024-04-01,309,5,delivered
631,2024-06-01,61,30,delivered
632,2023-08-09,504,14,shipped
633,2024-03-27,781,2,processing
634,2023-10-04,527,33,returned
635,2024-05-14,311,37,shipped
636,2023-05-20,693,8,processing
637,2024-09-15,200,10,delivered
638,2023-07-21,815,21,delivered
639,2023-09-15,353,19,delivered
640,2023-02-10,75,35,delivered
641,2023-03-20,756,18,delivered
642,2023-12-28,271,7,shipped
643,2023-07-07,21,13,delivered
644,2024-08-07,36,46,shipped
645,2023-01-11,198,50,delivered
646,2023-09-23,153,54,delivered
647,2023-08-25,44,12,delivered
648,2023-01-14,641,40,delivered
649,2023-03-29,554,24,delivered
650,2023-10-17,545,18,shipped
651,2023-12-12,871,38,delivered
652,2023-10-11,510,12,delivered
653,2024-01-07,416,3,shipped
654,2024-02-21,409,25,delivered
655,2023-01-07,296,35,delivered
656,2023-11-21,865,16,delivered
657,2024-11-05,627,49,delivered
658,2023-12-30,870,48,processing
659,2024-04-19,203,45,processing
660,2023-08-07,576,13,shipped
661,2024-06-25,796,24,delivered
662,2024-06-25,735,12,shipped
663,2023-12-31,848,2,delivered
664,2024-11-14,368,26,delivered
665,2023-03-29,426,46,delivered
666,2023-01-12,210,10,processing
667,2024-06-23,598,19,shipped
668,2024-07-19,739,55,shipped
669,2023-03-26,460,22,shipped
670,2023-07-05,362,24,delivered
671,2023-01-13,476,26,delivered
672,2023-07-25,304,5,shipped
673,2024-06-25,185,16,shipped
674,2023-12-29,265,37,processing
675,2023-09-01,414,34,delivered
676,2023-09-18,402,38,processing
677,2023-01-01,173,28,delivered
678,2023-07-29,728,12,shipped
679,2024-03-28,878,45,delivered
680,2024-11-12,83,45,cancelled
681,2024-08-15,590,21,delivered
682,2023-01-17,322,32,shipped
683,2024-09-20,346,25,delivered
684,2024-07-02,72,14,delivered
685,2024-06-30,451,51,delivered
686,2023-11-17,783,47,processing
687,2023-10-06,877,53,delivered
688,2023-08-01,808,35,delivered
689,2023-02-15,653,9,returned
690,2023-06-09,208,30,shipped
691,2023-06-22,342,42,delivered
692,2023-12-05,33,29,delivered
693,2024-06-07,382,39,delivered
694,2023-11-28,386,31,processing
695,2023-02-10,109,14,shipped
696,2024-11-01,878,17,processing
697,2024-10-21,162,25,delivered
698,2024-07-03,16,46,shipped
699,2024-11-24,14,42,delivered
700,2024-01-17,743,37,delivered
701,2024-11-04,246,27,shipped
702,2023-02-22,46,18,delivered
703,2023-09-13,818,29,delivered
704,2023-06-07,625,49,processing
705,2023-05-18,555,18,delivered
706,2023-04-09,402,4,delivered
707,2024-03-11,48,20,shipped
708,2024-06-30,704,1,cancelled
709,2024-02-09,410,45,shipped
710,2023-04-13,714,24,delivered
711,2024-07-21,454,42,delivered
712,2024-03-21,142,47,delivered
713,2023-09-29,450,24,shipped
714,2024-04-16,189,5,delivered
715,2023-07-01,731,26,processing
716,2023-08-30,457,18,delivered
717,2024-10-04,764,36,delivered
718,2023-07-23,789,1,processing
719,2023-11-25,823,10,processing
720,2024-09-15,116,17,shipped
721,2024-05-10,876,35,cancelled
722,2023-02-13,514,4,returned
723,2023-04-14,13,44,cancelled
724,2023-01-06,277,27,processing
725,2024-03-17,252,11,shipped
726,2023-11-10,893,3,shipped
727,2023-04-04,228,28,delivered
728,2024-11-01,146,11,delivered
729,2024-01-06,217,3,delivered
730,2023-06-19,749,36,delivered
731,2023-12-17,294,3,delivered
732,2024-04-20,768,25,delivered
733,2023-02-23,281,12,cancelled
734,2023-07-12,166,12,processing
735,2024-07-18,143,49,delivered
736,2023-11-18,498,53,delivered
737,2024-01-18,750,32,processing
738,2023-10-30,484,40,processing
739,2023-01-31,413,10,cancelled
740,2023-04-27,97,48,returned
741,2023-11-08,704,19,returned
742,2023-05-27,288,47,delivered
743,2023-02-04,555,54,delivered
744,2024-08-13,269,43,processing
745,2024-11-17,209,7,delivered
746,2024-07-09,846,24,processing
747,2024-08-20,537,39,delivered
748,2023-06-19,305,32,processing
749,2024-11-03,88,23,delivered
750,2023-05-18,120,50,delivered
751,2024-10-28,225,19,delivered
752,2024-11-27,136,48,cancelled
753,2024-05-13,763,54,delivered
754,2024-11-17,723,3,cancelled
755,2024-02-03,382,25,processing
756,2023-07-01,11,25,shipped
757,2023-11-02,439,6,processing
758,2024-02-20,10,33,shipped
759,2023-02-21,315,33,delivered
760,2024-03-11,65,15,delivered
761,2024-11-17,592,20,processing
762,2023-05-14,468,43,shipped
763,2024-07-08,604,42,delivered
764,2024-09-27,645,32,shipped
765,2024-10-22,624,24,delivered
766,2024-11-03,195,3,delivered
767,2024-01-01,414,4,delivered
768,2024-11-15,599,44,delivered
769,2024-06-14,674,6,delivered
770,2023-04-24,881,52,delivered
771,2023-11-30,886,19,delivered
772,2024-05-17,860,26,delivered
773,2023-06-23,1,48,delivered
774,2024-03-24,368,25,delivered
775,2024-04-11,631,55,delivered
776,2023-04-24,376,25,delivered
777,2024-01-31,766,10,delivered
778,2024-06-24,191,38,delivered
779,2023-12-16,290,20,processing
780,2023-01-09,863,5,delivered
781,2023-01-07,800,42,delivered
782,2023-09-07,628,44,delivered
783,2024-10-10,199,50,delivered
784,2023-06-10,235,35,processing
785,2024-03-20,230,5,delivered
786,2023-06-05,226,35,delivered
787,2023-08-14,430,3,delivered
788,2024-08-16,196,41,delivered
789,2024-05-25,467,32,delivered
790,2023-03-08,441,36,shipped
791,2023-10-28,790,30,delivered
792,2023-01-21,157,52,delivered
793,2023-12-03,482,49,shipped
794,2024-04-08,354,39,shipped
795,2023-03-24,813,29,shipped
796,2023-07-22,685,26,delivered
797,2023-10-06,835,45,delivered
798,2024-10-05,533,25,delivered
799,2024-11-26,508,12,shipped
800,2023-02-01,405,18,delivered
801,2024-06-16,700,54,delivered
802,2023-09-18,797,26,shipped
803,2023-10-02,289,15,shipped
804,2024-06-11,679,5,delivered
805,2024-10-04,702,33,processing
806,2024-10-27,90,41,processing
807,2024-02-08,382,9,delivered
808,2023-09-07,301,32,cancelled
809,2024-07-05,442,13,delivered
810,2023-06-25,502,43,shipped
811,2024-01-30,585,28,processing
812,2023-09-09,594,23,delivered
813,2024-04-04,385,24,delivered
814,2023-06-18,523,41,cancelled
815,2023-05-15,502,31,delivered
816,2024-10-04,249,5,delivered
817,2023-03-13,672,46,delivered
818,2023-12-21,619,48,processing
819,2023-06-04,91,2,cancelled
820,2023-01-28,753,47,delivered
821,2023-01-26,716,30,processing
822,2023-05-03,828,49,delivered
823,2024-08-29,394,5,returned
824,2023-07-17,358,10,delivered
825,2024-10-27,149,47,delivered
826,2024-02-12,475,52,delivered
827,2023-11-02,774,36,delivered
828,2024-02-11,678,36,delivered
